iter	Passed	Remaining
465	72499	83078
466	72726	83004
467	72957	82934
468	73181	82856
469	73434	82808
470	73674	82747
471	73919	82689
472	74161	82627
473	74393	82554
474	74629	82485
475	74866	82415
476	75098	82341
477	75335	82270
478	75534	82157
479	75759	82072
480	75998	82002
481	76132	81819
482	76261	81629
483	76389	81440
484	76524	81257
485	76655	81072
486	76799	80899
487	76943	80727
488	77089	80557
489	77219	80371
490	77357	80193
491	77486	80006
492	77631	79836
493	77760	79648
494	77900	79473
495	78049	79308
496	78184	79128
497	78315	78944
498	78461	78776
499	78590	78590
500	78727	78413
501	78847	78219
502	78999	78057
503	79119	77864
504	79249	77680
505	79377	77494
506	79506	77311
507	79640	77131
508	79779	76958
509	79912	76779
510	80069	76622
511	80199	76439
512	80335	76263
513	80471	76088
514	80608	75912
515	80742	75735
516	80883	75564
517	81013	75383
518	81172	75228
519	81301	75047
520	81449	74883
521	81578	74702
522	81713	74526
523	81854	74356
524	82000	74191
525	82142	74021
526	82281	73850
527	82417	73675
528	82574	73520
529	82709	73346
530	82849	73175
531	82981	72998
